# YEA	MON	DAY	NAME

 1903	2	17	Berthomieu Andre
 1903	2	21	Neff Dorothea
 1903	3	4	Stival Giulio
 1903	3	5	Viddalin Robert
 1903	4	3	Pastore Pietro
 1903	4	24	Henry-Verite
 1903	5	6	Doro Mino
 1903	5	7	Martin Jean
 1903	5	8	Fernandel (Contandin)
 1903	6	1	Leser Emil
 1903	6	3	Guemard Suzanne
 1903	6	10	Jeanning Irene
 1903	6	13	Schröder Arnulf
 1903	6	23	Seigner Louis
 1903	6	29	Flink Richard
 1903	7	19	Dalban Robert
 1903	7	24	Julien (Maistre)
 1903	8	19	Dauphin Claude
 1903	8	26	De Filippo Peppino
 1903	9	6	Field Alice
 1903	9	14	Raimbourg Lucien
 1903	10	5	Roveri Ermanno
 1903	10	11	Söhnker Hans
 1903	10	25	Harsdorff Arthur
 1903	10	29	Linder Erwin
 1904	2	26	Petavin Jean
 1904	3	6	Baay Johannes
 1904	3	15	Dervo Georges
 1904	4	6	Vilbert Henri
 1904	4	16	Pavese Nino
 1904	5	5	Arzdorf Franz
 1904	5	10	Schleicher Jör
 1904	5	11	Bouillaud Charles
 1904	5	19	Bonora Nella
 1904	7	5	Beuckelmann Heinrich
 1904	8	3	Erly Francoise
 1904	8	8	Malavasi Renato
 1904	8	9	Holve Hermann
 1904	8	17	Gitenet Raymond
 1904	8	23	Cellini Giana
 1904	8	23	Helmke Wolfgan
 1904	9	8	Donneaud Maurice
 1904	10	2	Sacripanti Umberto
 1904	10	6	Zwingel Georges
 1904	10	12	Guisol Henri
 1905	1	23	Tabet Georges
 1905	1	26	Jacob Walter
 1905	1	26	Minetti Bernard
 1905	2	1	Fantoni Cesare
 1905	3	3	Glory Mary
 1905	3	9	Steiner Elio
 1905	4	6	Klingenberg Heinz
 1905	5	1	Crispo Vittoria
 1905	6	3	Osiris Wanda
 1905	7	17	Segtrop Werner
 1905	8	2	Klüsner Karl
 1905	8	3	Holsboer William
 1905	10	9	Müller-Elmau Eberhard
 1905	12	4	Regnier Max
 1905	12	12	Magel Hans
 1905	12	15	Rellys (Bourelly)
 1905	12	22	Brasseur Pierre
 1905	12	28	Andriani Oscar
 1906	2	6	Gordini Cervi
 1906	2	24	Cathy Jacques
 1906	3	6	Pills Jacques
 1906	3	25	Sablon Jean
 1906	4	5	Leyrer Willy
 1906	4	7	Germann-Nothelfer Anton
 1906	4	22	Billy Riccardo
 1906	4	23	Paquet Felix
 1906	4	25	Horn Camilla
 1906	5	1	Foti Riccardo
 1906	5	16	Carrel Raymond
 1906	6	1	Marconi Jean
 1906	6	16	Stoppa Paolo
 1906	6	19	Oleo (Lapeyre)
 1906	6	26	Rabagliati Alberto
 1906	7	4	Warsitz Viktor
 1906	7	12	Tordi Pietro
 1906	7	20	Färber Anton
 1906	7	26	Duchesne Roger
 1906	9	18	Maillot Maurice
 1906	9	23	Yvernes Eugene
 1906	9	24	David Marius
 1906	10	2	Vattier Robert
 1906	10	3	Heyne Kurd
 1906	10	5	Campanini Carlo
 1906	10	25	Carnera Primo
 1906	10	31	Steiner Sigfried
 1906	11	14	Dunot Jean
 1906	11	24	Pagnani Andreina
 1907	1	22	Dresselhuys Mary
 1907	1	23	Andrex (Andre Jaubert)
 1907	1	23	Hessler Wolfgan
 1907	1	30	Murray Henri
 1907	3	4	Valentini Leopoldo
 1907	3	15	Brüninghaus Kaspar
 1907	3	19	Lugt Melsert Cornelius
 1907	3	22	Blin Roger
 1907	4	2	Emons Hans
 1907	4	6	Costantini Giorgio
 1907	4	9	Arbessier Louis
 1907	4	29	Rossi Tino
 1907	5	20	Carli Laura
 1907	5	20	Dornseif J
 1907	5	25	Molfesi Mario
 1907	5	28	Latour Pierre
 1907	6	14	Klinger Paul
 1907	6	24	Hansen Alfred
 1907	7	10	Dessy Angelo
 1907	7	11	Palmer Daniela
 1907	7	31	Fleurant Suzanne
 1907	8	12	Schomberg Hermann
 1907	8	28	Taranto Nino
 1907	10	9	Tati Jacques
 1907	10	29	Feuillere Edwige
 1907	11	3	Bussieres Raymond
 1907	12	13	Sofia Vinicio
 1908	1	10	Olive Philippe
 1908	1	18	Hagen Hans
 1908	1	22	Heuser-Mackeben Loni
 1908	1	22	Jandoli Alfredo
 1908	1	28	Gentile Fedele
 1908	3	11	Dalibert Andre
 1908	4	4	Adam Alfred
 1908	4	9	Leproux Pierre
 1908	6	3	Rogers (Saturnin)
 1908	6	28	Moog Heinz
 1908	7	2	Cambo Paul
 1908	7	11	Maltagliati Evi
 1908	7	12	Cuny Alain
 1908	7	19	Genovese Rino
 1908	7	24	Fiermonte Enzo
 1908	7	26	Hersent Philippe
 1908	7	28	Magni Eva
 1908	8	16	Brunori Renzo
 1908	8	30	Gloria Leda
 1908	9	6	Schieske Alfred
 1908	9	10	Ducaux Annie
 1908	11	24	Schwarz Hans
 1908	12	6	Morelli Rina
 1909	2	5	Calindri Ernesto
 1909	3	14	Hessenland Werner
 1909	4	3	Galvani Aldo
 1909	4	6	Rollin Georges
 1909	4	21	Schacht Heinz
 1909	4	22	Hommet Robert
 1909	5	31	Lefevre-Bel Rene
 1909	6	8	Rissone Francesco
 1909	6	28	Coutet Henry
 1909	7	22	Barbara Paola
 1909	8	26	D'Alessio Ugo
 1909	9	7	Calamai Clara
 1909	9	14	Hauer Arend
 1909	9	26	Van Kaulla Guido
 1909	11	29	Certes Andre
 1909	12	11	Moulin Charles
 1910	1	13	Verdier Julien
 1910	2	27	Preiss Wolfgan
 1910	4	1	Kuhlmann Heidi
 1910	4	14	Riegel Otto
 1910	4	17	Perdriere Helene
 1910	5	21	Pisu Mario
 1910	5	27	Richard Francois
 1910	6	19	Bertheau Julien
 1910	6	19	Mendler Alfred
 1910	9	2	Barbulee Madeleine
 1910	9	8	Barrault Jean
 1910	9	13	Tarchetti Mario
 1910	9	18	Sardou Fernand
 1910	10	2	Riccardini Michele
 1910	11	12	Decomble Guy
 1910	11	28	Musäus Hans
 1910	12	4	Bäumer Walter
 1910	12	13	Tillmann Fritz
 1911	1	15	Kan Willem
 1911	1	19	Pola Isa
 1911	1	22	Roussin Andre
 1911	2	3	Tomasini Giulio
 1911	2	26	Nucci Laura
 1911	2	27	Martini Wolf
 1911	3	5	Bommer Joseph
 1911	3	19	Renant Simone
 1911	4	30	Nippen Werner
 1911	5	8	Dinel Robert
 1911	5	26	Baquet Maurice
 1911	6	10	Cegani Elisa
 1911	7	20	Balin Mireille
 1911	8	13	Raymondys (Gaultier)
 1911	8	23	Breton Jean
 1911	8	25	Barre Paul
 1911	10	15	Davy Jean
 1911	11	16	Koettenich Hans
 1911	11	23	Kraus Hans
 1911	12	11	Duhour Clement
 1911	12	21	Astor Junie
 1912	1	19	Murolo Roberto
 1912	1	23	Moer Anna
 1912	2	25	Lajarrige Bernard
 1912	3	13	Raddatz Carl
 1912	3	25	Vilar Jean
 1912	4	16	Brughi Valentino
 1912	5	29	Rolla Micheline
 1912	6	4	Vingelli Nino
 1912	6	22	Gies Heinz
 1912	6	26	Uttendörfer Walter
 1912	6	30	Moulinot Jean
 1912	7	3	Lulli Folco
 1912	7	4	Romance Viviane
 1912	7	11	Joux Francoois
 1912	7	16	D'Ancora Maurizio
 1912	7	23	Mazzoni Franca
 1912	8	12	Kurz Heino
 1912	8	13	Croiset Max
 1912	9	4	Lancret Bernard
 1912	9	6	Garg Alois
 1912	9	10	Dassary Andre
 1912	9	16	Surmann Emil
 1912	9	29	Ammann Lukas
 1912	10	4	Lauenstein Tilly
 1912	10	27	Sologne Madeleine
 1912	12	21	Meurisse Paul
 1913	1	19	Urzi Saro
 1913	1	30	Naldi Neda
 1913	3	10	Saget Roger
 1913	3	18	Chochillon Henri
 1913	3	20	Pariante Amedeo
 1913	4	9	Delamare Lise
 1913	4	24	Wagner Hermann
 1913	5	16	Schlichting Wilhelm
 1913	5	18	Trenet Charles
 1913	5	24	Dassonville Helene
 1913	7	7	Nasil Maurice
 1913	8	9	Torrieri Diana
 1913	8	10	Hussenot Olivier
 1913	9	3	Lanvin Lisette
 1913	9	7	Gil Gilbert
 1913	10	7	Adani Laura
 1913	11	24	Mylius Christine
 1913	12	8	Robain Jean
 1913	12	11	Marais Jean
 1914	2	12	Jacques Frere (A. Bellec)
 1914	2	19	Dufilho Jacques
 1914	2	22	Toso Otello
 1914	3	1	Gstettenbaur Gustl
 1914	5	3	Guitry Genevieve
 1914	6	13	Malsbender Herbert
 1914	7	31	Funes Louis
 1914	8	4	Bagolini Silvio
 1914	8	4	Ferrari Mimi
 1914	8	5	Angelvin Jacques
 1914	8	12	Mariano Luis
 1914	8	13	Varell' Alfredo
 1914	8	18	Möller Rudolf
 1914	9	15	Bontemps Roger
 1914	9	15	Quadflieg Will
 1914	10	6	Rieux Albert
 1914	10	17	Paredes Jean
 1914	10	28	Weitkamp Kurt
 1914	11	20	Grenier Jean
 1914	12	5	Lazzaro Walter
 1914	12	25	Georg Konrad
 1915	1	9	Dufranne Jacqueline
 1915	1	27	Schröder Ernst
 1915	3	1	Baillou Alfred
 1915	4	9	Remy Albert
 1915	4	28	Amati Alberto
 1915	5	8	Fiorelli Aldo
 1915	5	20	Cortese Leonardo
 1915	6	18	Jung-Alsen Kurt
 1915	7	7	Buecheler Kurt
 1915	8	20	Quest Hans
 1915	12	13	Jürgens Curd
 1915	12	19	Piaf Edith (Gassion)
 1916	2	2	Jachino Silvana
 1916	2	9	Candiani Carla
 1916	2	19	Olbrück Robert
 1916	3	11	Barjon Lucien
 1916	3	19	Morel Genevieve
 1916	4	1	Malet Hubert
 1916	4	5	Cour Pierre
 1916	4	6	Bourbon Rene
 1916	5	31	Haanstra Albert
 1916	7	5	Avolanti Gianni
 1916	8	22	Dionisi Anna
 1916	8	24	Ferre Leo
 1916	8	29	Hebey Jean
 1916	9	18	Brazzi Rossano
 1916	10	21	Checchi Andrea
 1916	10	26	Kaiser Wolfgan
 1917	2	12	Andrieux Luc
 1917	2	12	Precheur Denise
 1917	3	24	Villard Frank
 1917	5	1	Barelli Aime
 1917	5	1	Darrieux Daniele
 1917	5	4	Arnold Marcelle
 1917	5	31	Serato Massimo
 1917	6	5	Esterel Jacques
 1917	6	12	Della Corte Bianca
 1917	6	14	Louis Pierre
 1917	6	28	Sonneveld Willem
 1917	7	5	Miranda Isa
 1917	7	27	Bourvil (Rainbourg)
 1917	8	17	Agus Gianni
 1917	8	28	Basurto Antonio
 1917	10	3	Rickert Hede
 1917	10	17	Parvo Elli
 1917	12	31	Delair Suzy
 1918	1	1	Genevois Emile
 1918	1	1	Wösthoff Alwin
 1918	1	14	Eggert Jens
 1918	1	16	Gaven Jean
 1918	1	28	Flon Suzanne
 1918	3	12	Vaillard Pierre
 1918	3	18	Jacques Frere (G. Bellec)
 1918	4	2	Gerstenberg Rose
 1918	7	1	Vadet Michel
 1918	8	6	Laurent Jacqueline
 1918	8	7	Clement Andree
 1918	9	14	Rinaldi Giuseppe
 1918	10	14	Porel Jacqueline
 1918	11	5	Schauer Johannes
 1918	11	9	Plessis Jacqueline
 1919	3	24	Bertrand Claude
 1919	4	8	Pigaut Roger
 1919	5	28	Höche Else
 1919	6	17	Lutz Anton
 1919	7	3	Genes Henri
 1919	7	22	Lambrun Jacques
 1919	8	22	Jacques Frere (Soubeyran)
 1919	8	29	Hirigoyen Rudy
 1919	9	15	Steiger Klaus
 1919	10	4	Duval Jacques
 1919	10	21	Francioli Armando
 1919	11	5	Lamothe Elisa
 1919	11	23	Ary Jacques
 1919	11	26	Vidal Henri
 1919	12	5	Benetti Adriana
 1919	12	16	Etcheverry Michel
 1919	12	19	Seippel Edda
 1920	1	8	Cleve Luise
 1920	1	10	Marchal Georges
 1920	1	15	Meunier Raymond
 1920	2	29	Morgan Michele
 1920	3	10	Vian Boris
 1920	4	24	Dryander Brigitte
 1920	5	5	Debar Andre
 1920	5	16	Carol Martine
 1920	5	17	Clancy Jacques
 1920	5	25	Patrix Georges
 1920	6	6	Backhaus Helmuth
 1920	6	12	Thielen Hans
 1920	6	19	Robert Yves
 1920	7	30	Laage Barbara
 1920	8	8	Marcas Dominique
 1920	9	27	Spier Wolfgan
 1920	11	24	Dorsay Elyane
 1920	12	11	Douai Jacques
 1920	12	31	Nova Eva
 1921	1	4	Schütter Friedrich
 1921	1	20	Giesecke Siegmund
 1921	1	24	Quilling Liselotte
 1921	2	2	Lebeau Madeleine
 1921	2	14	Paulet Pierre
 1921	3	4	Baudin Ginette
 1921	3	14	Rollis (Vasseux)
 1921	4	15	Paqui Jean
 1921	4	18	Richard Jean
 1921	4	22	Höling Anneliese
 1921	5	19	Gelin Daniel
 1921	6	3	Drejac Jean
 1921	8	5	Vincent Yves
 1921	9	17	Pascal Gisele
 1921	9	18	Golmann Stephane
 1921	10	7	Dautzenberg Dirk
 1921	10	22	Brassens Georges
 1921	11	18	Schindehütte Ursula
 1921	11	19	Beghi Luisella
 1921	12	23	Auteri Clara
 1922	1	3	Issel-Koppenhöfer Bodo
 1922	1	6	Guy-Henry (Jaunet)
 1922	1	18	Poschmann Agathe
 1922	1	20	Castaing Claude
 1922	1	30	Francois Jacqueline
 1922	3	13	Lacroix Jean
 1922	3	25	Bayer Gudrun
 1922	4	25	Hoffmann Wolfgan
 1922	4	30	Siemers Friedrich
 1922	5	1	Ringel Pierre
 1922	5	2	Reggiani Serge
 1922	5	5	Noel Denise
 1922	5	7	Duby Jacques
 1922	5	21	Sautter Elfriede
 1922	6	9	Bourgois Jean
 1922	8	24	Pommier Jean
 1922	9	5	Trowe Gisela
 1922	9	14	Auclair Michel
 1922	9	30	Lemoine Michel
 1922	10	14	Favieres Maurice
 1922	10	26	Aspar Therese
 1922	11	13	Carrier Suzy
 1922	12	4	Philippe Gerard
 1923	3	8	Bretonniere Jean
 1923	3	9	Porte Robert
 1923	3	10	Denoel Jacques
 1923	3	20	Vertan Jacques
 1923	3	28	Dayde Josette
 1923	4	26	Flynt Jackie
 1923	5	9	Kommerell Ruth
 1923	5	26	Höckmann Alfons
 1923	5	26	Tappert Horst
 1923	6	26	Döpke Oswald
 1923	7	2	Manuel Monique
 1923	7	8	Horgues Maurice
 1923	7	17	Terrane Alain
 1923	7	20	Derrien Marcelle
 1923	7	25	Comte Louise
 1923	7	25	Torrens Jacques
 1923	7	30	Famery Jacques
 1923	8	11	Zicavo Mario
 1923	8	24	Thibault Jean
 1923	10	3	Kollasch Franz
 1923	10	27	Darbaud Monique
 1923	11	18	Graf Robert
 1923	11	23	Versini Andre
 1923	11	29	Cattand Gabriel
 1923	11	29	Granier Lucienne
 1923	12	27	Heidmann Manfred
 1923	12	28	Le Brun Rene
 1924	1	9	Vernon Anne
 1924	1	13	Petit Roland
 1924	1	14	Danet Jean
 1924	2	2	Conso Carlo
 1924	3	13	Loges Hannes
 1924	3	22	Virlojeux Henri
 1924	4	23	Leuwerik Ruth
 1924	5	12	Tennberg Jean
 1924	5	15	Loebe Horst
 1924	5	31	May Gisela
 1924	6	9	Pohle Herbert
 1924	6	14	Mairesse Guy
 1924	7	22	Noel Hubert
 1924	7	24	Charrat Janine
 1924	9	12	Le Poulain Jean
 1924	9	22	Wisten Susanne
 1924	9	23	Piat Jean
 1924	10	5	Nocker Hilde
 1924	11	1	Renard Colette
 1924	11	14	Wetzke-Morschel Eva
 1924	11	30	Dacqmine Jacques
 1925	1	1	Pellegrin Raymond
 1925	1	15	Cartier Maurice
 1925	1	19	Arnoux Paulette
 1925	2	10	Maasen Heinz
 1925	2	21	Fretel Robert
 1925	4	8	Schmid Helmut
 1925	4	25	Künkele-Grahn Ilse
 1925	5	4	Frisch Lore
 1925	5	15	Aladin Sylviane
 1925	6	27	Fiedler Gerlach
 1925	6	30	Fromont Pierre
 1925	7	4	Reymann Rose
 1925	8	13	Schwarz Wolfgan
 1925	8	18	Marzi Franca
 1925	8	20	Leclair Sophie
 1925	9	11	Darrieu Gerard
 1925	9	23	Calve Jean
 1925	11	19	Larue Claude
 1925	12	2	Del Poggio Carla
 1925	12	28	Knef Hildegard
 1926	1	25	Sebald Aljoscha
 1926	1	26	Monceau Eliane
 1926	2	7	Doublier Henri
 1926	2	18	Beccari Rossana
 1926	3	28	Czaschke Walter
 1926	5	4	Bovio Aldo
 1926	5	19	Raynaud Fernand
 1926	8	3	Dubois Jacques
 1926	8	26	Grossi Ruth
 1926	8	30	Schwarze Dieter
 1926	10	9	Delorme Danielle
 1926	10	19	Mareuil Philippe
 1927	1	15	Kogel Richard
 1927	2	7	Greco Juliette
 1927	2	11	Eppler Heinz
 1927	2	21	Preboist Paul
 1927	3	1	Gensac Claude
 1927	3	14	Lemaire Philippe
 1927	3	24	Köper Carmen
 1927	3	25	Kube Tassile
 1927	3	26	Goslar Jürgen
 1927	3	28	Claudio (Martin)
 1927	4	1	Holtzmann Thomas
 1927	4	14	Robin Dany
 1927	4	16	Franel Pierre
 1927	4	23	Barbey Michel
 1927	4	27	Dinkgräfe Ursula
 1927	4	28	Wulf Yvonne
 1927	5	20	Artur Jose
 1927	5	28	Carl Margaret
 1927	6	26	Lesaffre Roland
 1927	7	9	Hohoff Angelika
 1927	10	3	Guelis Jaqueline
 1927	10	7	Homeyer Margret
 1927	10	24	Becaud Gilbert
 1927	11	19	Auboyneau Robert
 1927	12	20	Flagey Richard
 1928	1	21	Serrault Michel
 1928	1	23	Bertho Jean
 1928	2	12	Baumann Heinz
 1928	3	11	Haarer Jutha
 1928	3	16	Böhm Karlheinz
 1928	3	23	Erard Catherine
 1928	4	11	Gerard Monique
 1928	7	2	Renaud Line
 1928	7	30	Bisciglia Paul
 1928	8	12	Schmitt Eva
 1928	11	22	Arden Martine
 1928	12	28	Landsittel Claus
 1929	1	3	Kückelmann Gertrud
 1929	1	5	Ueding Franz
 1929	1	6	Windhorst Karl
 1929	3	28	Lauby Francoise
 1929	4	1	Amont Marcel
 1929	4	12	Gärtner Friedrich
 1929	4	16	Wirges Ruth
 1929	5	28	Franck Horst
 1929	5	29	Sauvage Catherine
 1929	6	24	Brandl Sigfid
 1929	6	24	Darnal Jean
 1929	7	6	Mocky Jean
 1929	7	19	Dor Jacqueline
 1929	7	19	Linden Hildegard
 1929	7	22	Roux Michel
 1929	8	6	Frau Maria
 1929	8	22	Rau Liselotte
 1929	9	6	Francis Nicole
 1929	9	8	Guezel Nicole
 1929	9	9	Nougaro Claude
 1929	9	16	Crispo Clara
 1929	10	1	Amadou Jean
 1929	12	31	Fanon Maurice
 1930	1	7	Palombo Rino
 1930	1	12	Im Luitgard
 1930	1	17	Ripert Colette
 1930	4	16	Nussbaum Christiane
 1930	6	19	Aubert Michel
 1930	7	16	Colombo Eliane
 1930	10	27	Rüschmeier Horst
 1930	11	26	Mercier Jacques
 1930	12	26	Ferrat Jean
 1931	1	30	Valmain Frederic
 1931	6	20	Monty Michele
 1931	7	1	Caron Leslie
 1931	8	8	Fitz Peter
 1931	8	19	Koch Marianne
 1931	10	21	Courcel Nicole
 1931	11	5	Sypniewski Clarissa
 1932	2	14	Gahmann Helmut
 1932	5	27	Vinci Claude
 1932	7	15	Pala Giovanna
 1932	8	25	Ricet-Barrier
 1932	8	31	Le Royer Michel
 1932	9	2	Amanda Lia
 1932	10	29	Bagnani Nucci
 1933	3	10	Arno Josette
 1933	4	13	Schlumpf Heinz
 1933	5	19	Morice Annik
 1933	7	2	Frachet Pierre
 1933	7	5	Heltau Michael
 1933	7	23	Kayssler Maria
 1933	12	1	Verdy Violette
 1934	2	14	Hinz Dinah
 1934	4	5	Erber Ursula
 1934	5	12	Della Valle Edy
 1934	7	9	Perret Paul
 1934	7	10	Nancey Michele
 1934	8	17	Talchi Vera
 1934	9	28	Bardot Brigitte
 1935	3	25	Girotti Odoardo
 1935	10	10	Helmar Steffi
 1935	11	18	Barriere Alain
 1937	4	16	Vernillat Francette
 1937	5	11	Jany Jocelyne
 1937	6	1	Tisot Henri
 1937	10	23	Vassiliu Pierre
 1938	7	21	Berge Francine
 1939	3	29	Girotti Mario
 1939	6	15	Staiola Enzo
 1940	1	20	Poulouly Georges
 1940	4	22	Nat Marie
 1943	10	31	Adamo Salvatore
 1943	12	15	Agacinski Sophie
 1944	1	17	Hardy Francoise
