# YEA	MON	DAY	NAME

 1903	2	14	Camangi Ludovico
 1903	4	7	Bergami Gino
 1903	5	12	Capacchione Francesco
 1903	5	16	La Malfa Ugo
 1903	5	21	Billoux Francois
 1903	5	24	Karpenstein Wilhelm
 1903	6	27	Fouques-Duparc Henri
 1903	7	25	Dominedo' Francesco
 1903	8	3	Vanoni Ezio
 1903	8	20	Pösl Ludwi
 1903	8	23	Schumeier Artur
 1903	8	30	Provo Victor
 1903	9	13	Rubinacci Leopoldo
 1903	9	14	Cassiani Gennaro
 1903	9	27	Pavolini Alessandro
 1903	10	16	Wenzl Karl
 1903	11	29	Seipel Wilhelm
 1903	12	5	Togni Giuseppe
 1903	12	11	Forschbach Edmund
 1903	12	19	Secchia Pietro
 1904	2	8	Rodino Ugo
 1904	3	4	Maxia Antonio
 1904	3	31	Pahlings Heinrich
 1904	4	6	Kiesinger Kurt
 1904	4	13	Duschön Ernst
 1904	4	13	Schwarz Ernst
 1904	4	27	Weitzel Fritz
 1904	5	28	Herbert Willi
 1904	5	29	Hoffstätter Lorenz
 1904	6	19	Schmittlein Raymond
 1904	7	19	Laforest Henry
 1904	8	6	Druschel Oskar
 1904	8	8	Glabbeke Gustave
 1904	8	8	König Hanns
 1904	8	18	Aldinger Walter
 1904	9	11	Patricolo Gennaro
 1904	9	29	Massola Umberto
 1904	10	5	Boetel Erich
 1904	10	12	Minjoz Jean
 1904	10	14	Castelli Edgardo
 1904	10	14	Pineau Christian
 1904	11	6	Zotta Mario
 1905	1	15	Spano Velio
 1905	1	17	Rock Heinz
 1905	1	26	Pugliese Vittorio
 1905	2	7	Schulz Karl
 1905	3	23	Rühle Gerhar
 1905	4	1	Eyskens Gaston
 1905	4	5	Rochet Waldeck
 1905	4	5	Wetzel Otto
 1905	4	18	Gutenberger Karl
 1905	4	23	Staf Cornelis
 1905	5	20	Antier Paul
 1905	6	17	Negarville Celeste
 1905	6	21	Taeye A
 1905	7	17	Morelli Renato
 1905	7	23	Suurhoff Jacobus
 1905	8	9	Hugues Andre
 1905	8	26	Metayer Pierre
 1905	9	7	Garet Pierre
 1905	9	15	Mattarella Bernardo
 1905	9	18	Gonella Guido
 1905	9	21	Resta Raffaele
 1905	10	13	Degroote Paul
 1905	10	19	Capua Antonio
 1905	10	24	Carcaterra Antonio
 1905	10	26	Moatti Rene
 1905	10	31	Rocchetti Ercole
 1905	11	23	Petit Guy
 1905	12	31	Mollet Guy
 1906	3	29	Fischer Wilhelm
 1906	4	26	Stein Ernst
 1906	5	4	Minio Enrico
 1906	5	12	Martinelli Mario
 1906	6	30	Nannini Sergio
 1906	7	26	Hettier Boislambert Claude
 1906	8	12	Laurens Camille
 1906	9	9	July Pierre
 1906	9	11	Fajon Etienne
 1906	10	9	Casanova Laurent
 1906	12	11	Ribeyre Paul
 1907	1	29	Martino Enrico
 1907	2	5	Pflimlin Pierre
 1907	3	15	Ruckdeschel Ludwi
 1907	3	17	Houtte Jean
 1907	3	18	Reeb Henri
 1907	4	26	Bos Hendrik
 1907	5	22	Petit Claudius
 1907	5	31	De Martino Francesco
 1907	7	3	Dupraz Johannes
 1907	8	5	Duveau Roger
 1907	8	13	Sereni Emilio
 1907	9	18	Letourneau Jean
 1907	11	12	Rabier Maurice
 1907	11	21	Amendola Giorgio
 1907	11	23	Scheel Gustav
 1908	1	9	Ohling Richard
 1908	2	3	Moscatelli Vincenzo
 1908	2	6	Fanfani Amintore
 1908	3	15	Lefebvre Francine
 1908	3	27	Zerbi Tommaso
 1908	4	6	Hallo Herman
 1908	4	29	Latanza Domenico
 1908	5	16	Gazier Albert
 1908	5	29	Teitgen Pierre
 1908	6	21	Sabatini Armando
 1908	7	27	Treves Paolo
 1908	8	18	Faure Edgar
 1908	8	18	Hellwege Heinrich
 1908	9	19	Lecourt Robert
 1908	12	17	Rosenblatt Marcel
 1909	2	3	Roberti Giovanni
 1909	2	17	Michelini Arturo
 1909	2	19	Lejeune Max
 1909	2	22	Bozzi Aldo
 1909	6	16	Chevigne Pierre
 1909	8	2	Cortese Guido
 1909	8	18	Witte Herman
 1909	8	31	Flandin Jean
 1909	10	9	Bouxom Fernand
 1909	10	11	Tanguy-Prigent Francois
 1909	11	13	Lucifredi Roberto
 1909	12	4	Man Dirk
 1910	1	22	Straten-Wayllet Fr
 1910	4	19	Storchi Ferdinando
 1910	4	20	Martino Edoardo
 1910	6	6	Jonker Hendrik
 1910	7	10	Gau Albert
 1910	8	28	Aujoulat Louis
 1910	9	1	Wasmer Joseph
 1910	9	14	Defferre Gaston
 1910	9	20	Scaglia Giovaniba
 1910	9	26	Laurens Robert
 1910	10	15	Pesenti Antonio
 1911	3	16	Harmel Pierre
 1911	3	18	Viatte Charles
 1911	3	26	Ariosto Egidio
 1911	4	9	Coste-Floret Alfred
 1911	4	9	Coste-Floret Paul
 1911	6	24	Pajetta Gian
 1911	8	28	Luns Joseph
 1911	9	4	Lecoeur Auguste
 1911	11	17	Fouchet Christian
 1911	11	26	Coppe Albert
 1911	12	15	Micheli Filipo
 1912	2	3	Soustelle Jacques
 1912	11	6	Taviani Emilio
 1912	12	13	Delle Fave Umberto
 1912	12	14	David Jean
 1913	2	17	Jacquet Marc
 1913	3	28	Codacci Pisanelli
 1913	7	13	Selvaggi Vincenzo
 1913	8	21	Mazzei Vincenzo
 1913	8	29	Legaret Jean
 1913	10	23	Codignola Tristano
 1913	11	23	Chamant Jean
 1913	12	18	Brandt Willy
 1914	1	26	Vetrone Mario
 1914	2	13	Caillavet Henri
 1914	2	22	Covelli Alfredo
 1914	3	8	Mondon Raymond
 1914	3	14	Badini Confalonieri
 1914	5	14	Kriegel-Valrimont Maurice
 1914	6	27	Almirante Giorgo
 1914	7	18	Cals Jos
 1914	7	22	Bersani Giovanni
 1914	8	19	Bourges-Maunoury Maurice
 1914	8	19	Marcellin Raymond
 1914	9	26	Gui Luigi
 1914	10	23	Preti Luigi
 1914	11	13	Lücke Paul
 1914	11	26	Vries Willem
 1914	12	25	Vigier Jean
 1915	1	19	Mignot Andre
 1915	2	4	Dejean Rene
 1915	2	12	Giolitti Antonio
 1915	6	16	Rumor Mariano
 1915	8	15	Monteil Andre
 1915	9	6	Strauss Franz
 1915	11	3	Dequae Andre
 1916	2	13	Ferrari Aggradi
 1916	9	23	Moro Aldo
 1916	10	26	Mitterand Francois
 1916	11	19	Del Bo Rinaldo
 1917	5	13	Hekker Robert
 1918	1	10	Guadalupi Mario
 1918	8	27	Zijlstra Jelle
 1918	9	9	Scalfaro Oscar
 1919	1	14	Andreotti Giulio
 1919	4	21	Bettencourt Andre
 1919	10	4	Simonnet Maurice
 1919	11	7	Cavallari Vincenzo
 1920	2	6	Moranino Francesco
 1920	3	19	Russo Carlo
 1920	4	11	Colombo Emilio
 1920	12	7	Denis Andre
 1921	3	29	Sullo Fiorentino
 1921	7	19	Moynet Andre
 1921	8	25	Sedati Giacomo
 1922	1	2	Faure Maurice
 1922	6	13	Marzotto Vittorio
 1922	6	26	Tupini Giogrio
 1922	10	1	Natali Lorenzo
